Name,Latitude,Longitude,URL,Location,info,applicationDeadline,percentOfAdmitted,SATT,SATR,SATM,SATW,ACTC,ACTE,ACTM,tuition,in_state,out_state,room,book,undergraduate,category,setting,student_faculty,percentOfWomen
Nebraska Wesleyan University,40.841288,-96.6537419999999,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2007/7/127438/1100894_Nebraska_Wesleyan_University.jpg,"Lincoln, NE","Nebraska Wesleyan University is among the strongest liberal arts institutions in the Midwest. NWU is dedicated to academic excellence in an environment of Christian concern at both its Lincoln campus and Omaha site.

Roughly 1,500 full-time undergraduates, 225 graduate students and 275 adult learners benefit from NWU’s broad curriculum geared toward experiential learning, intellectual development and personal growth.","Offers Rolling Admission
			Early Decision: Dec 1, 2014","79%
         
          of Applicants Admitted",,,,,23-28 ACT Composite,22-28 ACT English,22-27 ACT Math,"$37,450

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $28,500","Out-of-State Tuition: $28,500","Room and Board: $7,950","Books & Supplies: $1,000","1,500number of undergraduates",private-non-profit,Setting: city,Student/Faculty ratio: 45:1,55% Women
Newberry College,34.2861183,-81.6220417,http://z2.cheggcdn.com/sites/default/files/2011/10/11/new-red-and-gray-logo-500pixels.jpg,"Newberry, SC","Newberry College is a small liberal arts college offering a private, affordable, and personalized education with an emphasis on community involvement and experiential learning opportunities.  Located in safe and scenic Newberry, South Carolina, Newberry’s campus resides on 90 beautiful tree-filled acres.  Small classes, and a student-teacher ratio of 17:1, allow faculty to build meaningful relationships with students and offer them individual guidance specific to their needs.  The college also offers study abroad programs, co-ops and internships, a wide range of academic majors, more than .....",Offers Rolling Admission,"34%
         
          of Applicants Admitted",1250-1590 SAT Total,400-520 SAT Reading,430-550 SAT Math,420-520 SAT Writing,16-22 ACT Composite,15-22 ACT English,17-23 ACT Math,"$38,140

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $22,050","Out-of-State Tuition: $22,050","Room and Board: $4,000","Books & Supplies: $1,600","1,162number of undergraduates",private-non-profit,Setting: town,Student/Faculty ratio: 17:1,44% Women
Muhlenberg College,40.5963928,-75.5084673,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2007/7/136365/1100331_Muhlenberg_College.jpg,"Allentown, PA","Founded in 1848, Muhlenberg is a highly selective, private, four-year liberal arts college located in the beautiful Lehigh Valley of eastern Pennsylvania. Muhlenberg aims to help students become independent critical thinkers who are intellectually agile, characterized by a zest for reasoned and civil debate, knowledgeable about the achievements and traditions of diverse civilizations and cultures, able to express ideas with clarity and grace, committed to life-long learning, equipped with ethical and civic values and prepared for lives of leadership and service.","Regular Decision: Feb 15, 2015
			Early Decision: Feb 15, 2015","46%
         
          of Applicants Admitted",1680-2040 SAT Total,560-680 SAT Reading,560-680 SAT Math,560-680 SAT Writing,23-31 ACT Composite,,,"$53,595

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $41,225","Out-of-State Tuition: $41,225","Room and Board: $1,240","Books & Supplies: $1,295","2,645number of undergraduates",private-non-profit,Setting: city,58% Women,
Dillard University,29.9948363,-90.0652006999999,http://z2.cheggcdn.com/sites/default/files/2010/03/30/dillard_univeristy_pf.jpg,"New Orleans, LA","Dillard, a church-affiliated, liberal arts university, was formed through the 1930 merger of New Orleans University and Straight College. Its 48-acre campus is located in a residential section of New Orleans. Campus architecture is predominantly neoclassical in style.","Regular Decision: Jul 1, 2015","28%
         
          of Applicants Admitted",1140-1400 SAT Total,390-480 SAT Reading,370-460 SAT Math,380-460 SAT Writing,16-20 ACT Composite,15-21 ACT English,16-19 ACT Math,"$27,436

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $13,650","Out-of-State Tuition: $13,650","Room and Board: $3,718","Books & Supplies: $1,200","1,447number of undergraduates",private-non-profit,Setting: city,71% Women,
Western New England University,42.115861,-72.5214386,http://z2.cheggcdn.com/sites/default/files/2010/12/16/western_new_england_university_pf.png,"Springfield, MA","Western New England University, founded in 1919, is a private, multipurpose college. Programs are offered through the Pharmacy Program and the Schools of Arts and Sciences, Business, Engineering, and Law. Its 215-acre campus is located in a residential section of Springfield, 90 miles west of Boston.","Regular Decision: Feb 15, 2015","79%
         
          of Applicants Admitted",460-570 SAT Reading,490-600 SAT Math,,,22-26 ACT Composite,,,"$45,072

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $29,738","Out-of-State Tuition: $29,738","Room and Board: $1,990","Books & Supplies: $1,200","2,833number of undergraduates",private-non-profit,Setting: city,27% Women,
Texas Wesleyan University,32.7332102,-97.2794483,http://z2.cheggcdn.com/sites/default/files/2010/03/30/texas_wesleyan_university_0.jpg,"Fort Worth, TX","Texas Wesleyan, founded in 1891, is a private, church-affiliated university. Its 74-acre campus is located four miles southeast of downtown Fort Worth.","Offers Rolling Admission
			Early Decision: Jan 1, 2014Early Action: Jan 1, 2014","50%
         
          of Applicants Admitted",1360-1610 SAT Total,460-540 SAT Reading,480-560 SAT Math,420-510 SAT Writing,19-24 ACT Composite,19-23 ACT English,18-25 ACT Math,"$30,893

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $18,722","Out-of-State Tuition: $18,722","Room and Board: $3,690","Books & Supplies: $1,200","1,938number of undergraduates",,34% Women,,
Bryn Mawr College  BMC ,40.0266576,-75.3143901999999,http://z2.cheggcdn.com/sites/default/files/2010/03/30/bryn_mawr_0.jpg,"Bryn Mawr, PA","Bryn Mawr College is a selective, liberal arts college for women, located in Lower Merion Township, Pennsylvania.  It was founded by Quakers and has a rich academic history.Bryn Mawr College offers an array of academics, including more than 50 fields of study and nine graduate programs, designed to help students achieve an academic foundation of intellectual accomplishment, critical thinking skills, and problem-solving abilities.  Academic partnerships, study abroad, experiential learning, and independent study fortify the Bryn Mawr academic experience.Most students of .....","Regular Decision: Jan 15, 2015
			Early Decision: Nov 15, 2014","41%
         
          of Applicants Admitted",1800-2140 SAT Total,600-710 SAT Reading,590-720 SAT Math,610-710 SAT Writing,26-30 ACT Composite,25-29 ACT English,26-33 ACT Math,"$56,600

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $41,260","Out-of-State Tuition: $41,260","Room and Board: $1,000","Books & Supplies: $1,000","1,396number of undergraduates",private-non-profit,Setting: suburban,74% Women,
University of Arkansas-Fort Smith,35.382099,-94.3743045,http://z2.cheggcdn.com/sites/default/files/2011/05/16/3409411_516ed5f7624ad_uafs_blue.png,"Fort Smith, AR","The University of Arkansas – Fort Smith, also known as UAFS, is a public, co-educational, four-year university. Located in Fort Smith, Arkansas, United States, UAFS is one of eleven campuses that constitute the University of Arkansas System. The University of Arkansas - Fort Smith is vibrant, growing university dedicated to providing students with an outstanding educational experience and the real-world knowledge they need for success.","Regular Decision: Jan 1, 2014
			Early Decision: Jan 1, 2014Early Action: Jan 1, 2014","54%
         
          of Applicants Admitted",1380-1770 SAT Total,460-620 SAT Reading,460-580 SAT Math,460-570 SAT Writing,19-24 ACT Composite,19-25 ACT English,18-24 ACT Math,"$15,264

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $3,120","Out-of-State Tuition: $8,520","Room and Board: $3,070","Books & Supplies: $1,246","8,924number of undergraduates",public,Setting: city,Student/Faculty ratio: 19:1,58% Women
Northwest University,47.658416,-122.194796,http://z2.cheggcdn.com/sites/default/files/2010/12/16/northwest_university_pf.jpg,"Kirkland, WA","You're here because you're asking:  With all the great schools out there, which one should I choose?  We'd like to help clarify why Northwest University could be the right choice for you. It all boils down to a single word: 

Experience. 

We've been successfully preparing students to make a difference in the world for over 7 decades. Our 78-year experience as educators is poured out into all we do for our students. And others have noticed.  Recently, U.S. News and World Report listed us in their Best Colleges ranking both as a top school and a best value. 

Our experience helps to .....","Regular Decision: Aug 15, 2015
			Early Action: Jan 15, 2015","64%
         
          of Applicants Admitted",1400-1770 SAT Total,470-600 SAT Reading,460-590 SAT Math,470-580 SAT Writing,20-25 ACT Composite,20-26 ACT English,18-25 ACT Math,"$34,290

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $24,180","Out-of-State Tuition: $24,180","Room and Board: $2,050","Books & Supplies: $1,000","1,473number of undergraduates",private-non-profit,Setting: suburban,49% Women,
Washburn University,39.0336827,-95.7013657,http://z2.cheggcdn.com/sites/default/files/2010/05/10/2116177_537f8a34404cc_sesqui-button.jpeg,"Topeka, KS","Washburn University is a public institution with more than 6,900 students and 1,000 faculty and staff involved in more than 200 academic programs. Our programs lead to certification, associate, bachelor, master's, doctor of nursing practice and juris doctor degrees. All of our programs are offered through the College of Arts and Sciences and the schools of Applied Studies, Business, Law and Nursing on a 160-acre residential campus in the heart of Topeka, Kan. The broadly-based liberal arts and professional programs are enriched by a long-standing interactive relationship between the campus .....","Regular Decision: Aug 1, 2015","98%
         
          of Applicants Admitted",,,,,19-24 ACT Composite,19-24 ACT English,18-25 ACT Math,"$14,587

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $5,774","Out-of-State Tuition: $12,926","Room and Board: $6,626","Books & Supplies: $1,000","6,137number of undergraduates",public,Setting: city,Student/Faculty ratio: 15:1,59% Women
Anderson University,40.1114605,-85.6650106,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2007/7/127237/Anderson_AO-07-31-2008-10-33-39.jpg,"Anderson, IN","Anderson, founded in 1917, is a church-affiliated, liberal arts university. Its 100-acre campus is located in Anderson, 48 miles from Indianapolis.","Regular Decision: Jul 1, 2015","54%
         
          of Applicants Admitted",460-560 SAT Reading,460-560 SAT Math,,,21-25 ACT Composite,20-25 ACT English,19-25 ACT Math,"$38,260

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $25,400","Out-of-State Tuition: $25,400","Room and Board: $2,800","Books & Supplies: $1,200","2,232number of undergraduates",private-non-profit,Setting: city,43% Women,
